OBSERVATION_ID,OBSERVATION_DATE,OBSERVATION_YEAR,OBSERVATION_MONTH,DAY_OF_YEAR,SPECIES_ID,COMMON_NAME,SCIENTIFIC_NAME,PLANT_GROUP,PHENOPHASE_NAME,PHENOPHASE_ID,OBSERVATION_TYPE,OBSERVATION_COMMENT,LATITUDE,LONGITUDE,SITE_ID,SITE_NAME,SITE_CITY,SITE_STATE,SITE_COMMENT,OBSERVER_ID
41378,2014-09-24,2014,9,267,9426,Magnolia Shrub,Magnolia Stellata,occ_trees,Leaves Changing Color (Early),121,Single,"Leaves are making their way down, more color change is noticeable.",41.99727,-87.65559,14595,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41379,2014-09-24,2014,9,267,9426,Magnolia Shrub,Magnolia Stellata,occ_trees,Leaves Dropping (Early),131,Single,"Leaves are making their way down, more color change is noticeable.",41.99727,-87.65559,14595,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41380,2014-09-24,2014,9,267,9426,Magnolia Shrub,Magnolia Stellata,occ_trees,Flowers (None),140,Single,"Leaves are making their way down, more color change is noticeable.",41.99727,-87.65559,14595,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41381,2014-09-24,2014,9,267,9426,Magnolia Shrub,Magnolia Stellata,occ_trees,Fruit (None),150,Single,"Leaves are making their way down, more color change is noticeable.",41.99727,-87.65559,14595,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41382,2014-09-17,2014,9,260,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Unfolding (None),110,Single,,41.99799,-87.65744,14597,The Locust Spot,Chicago,IL,,23471
41383,2014-09-17,2014,9,260,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Changing Color (None),120,Single,,41.99799,-87.65744,14597,The Locust Spot,Chicago,IL,,23471
41384,2014-09-17,2014,9,260,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Dropping (Early),131,Single,,41.99799,-87.65744,14597,The Locust Spot,Chicago,IL,,23471
41385,2014-09-17,2014,9,260,42,Black locust,Robinia pseudoacacia,occ_trees,Flowers (None),140,Single,,41.99799,-87.65744,14597,The Locust Spot,Chicago,IL,,23471
41386,2014-09-17,2014,9,260,42,Black locust,Robinia pseudoacacia,occ_trees,Fruit (None),150,Single,,41.99799,-87.65744,14597,The Locust Spot,Chicago,IL,,23471
41387,2014-09-24,2014,9,267,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Unfolding (None),110,Single,,41.99799,-87.65744,14598,The Locust Spot,Chicago,IL,,23471
41388,2014-09-24,2014,9,267,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Changing Color (Early),121,Single,,41.99799,-87.65744,14598,The Locust Spot,Chicago,IL,,23471
41389,2014-09-24,2014,9,267,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Dropping (Early),131,Single,,41.99799,-87.65744,14598,The Locust Spot,Chicago,IL,,23471
41390,2014-09-24,2014,9,267,42,Black locust,Robinia pseudoacacia,occ_trees,Flowers (None),140,Single,,41.99799,-87.65744,14598,The Locust Spot,Chicago,IL,,23471
41391,2014-09-24,2014,9,267,42,Black locust,Robinia pseudoacacia,occ_trees,Fruit (None),150,Single,,41.99799,-87.65744,14598,The Locust Spot,Chicago,IL,,23471
41392,2014-10-01,2014,10,274,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Unfolding (None),110,Single,,41.99799,-87.65744,14600,The Locust Spot,Chicago,IL,,23471
41393,2014-10-01,2014,10,274,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Changing Color (Early),121,Single,,41.99799,-87.65744,14600,The Locust Spot,Chicago,IL,,23471
41394,2014-10-01,2014,10,274,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Dropping (Middle),132,Single,,41.99799,-87.65744,14600,The Locust Spot,Chicago,IL,,23471
41395,2014-10-01,2014,10,274,42,Black locust,Robinia pseudoacacia,occ_trees,Flowers (None),140,Single,,41.99799,-87.65744,14600,The Locust Spot,Chicago,IL,,23471
41396,2014-10-01,2014,10,274,42,Black locust,Robinia pseudoacacia,occ_trees,Fruit (None),150,Single,,41.99799,-87.65744,14600,The Locust Spot,Chicago,IL,,23471
41397,2014-10-08,2014,10,281,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Unfolding (None),110,Single,"The scarce amount of leaves the tree had is no longer there. The branches are bare. The tree bark is dry and solid; some of the leaves have already started changed color.  ",41.99799,-87.65744,14601,The Locust Spot,Chicago,IL,,23471
41398,2014-10-08,2014,10,281,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Changing Color (Late),123,Single,"The scarce amount of leaves the tree had is no longer there. The branches are bare. The tree bark is dry and solid; some of the leaves have already started changed color.  ",41.99799,-87.65744,14601,The Locust Spot,Chicago,IL,,23471
41399,2014-10-08,2014,10,281,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Dropping (Late),133,Single,"The scarce amount of leaves the tree had is no longer there. The branches are bare. The tree bark is dry and solid; some of the leaves have already started changed color.  ",41.99799,-87.65744,14601,The Locust Spot,Chicago,IL,,23471
41400,2014-10-08,2014,10,281,42,Black locust,Robinia pseudoacacia,occ_trees,Flowers (None),140,Single,"The scarce amount of leaves the tree had is no longer there. The branches are bare. The tree bark is dry and solid; some of the leaves have already started changed color.  ",41.99799,-87.65744,14601,The Locust Spot,Chicago,IL,,23471
41401,2014-10-08,2014,10,281,42,Black locust,Robinia pseudoacacia,occ_trees,Fruit (None),150,Single,"The scarce amount of leaves the tree had is no longer there. The branches are bare. The tree bark is dry and solid; some of the leaves have already started changed color.  ",41.99799,-87.65744,14601,The Locust Spot,Chicago,IL,,23471
41402,2014-10-01,2014,10,274,9427,Magnolia Shrub,Magnolia Stellata,occ_trees,Leaves Unfolding (None),110,Single,,41.99727,-87.65559,14599,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41403,2014-10-01,2014,10,274,9427,Magnolia Shrub,Magnolia Stellata,occ_trees,Leaves Changing Color (Middle),122,Single,,41.99727,-87.65559,14599,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41404,2014-10-01,2014,10,274,9427,Magnolia Shrub,Magnolia Stellata,occ_trees,Leaves Dropping (Early),131,Single,,41.99727,-87.65559,14599,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41405,2014-10-01,2014,10,274,9427,Magnolia Shrub,Magnolia Stellata,occ_trees,Flowers (None),140,Single,,41.99727,-87.65559,14599,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41406,2014-10-01,2014,10,274,9427,Magnolia Shrub,Magnolia Stellata,occ_trees,Fruit (None),150,Single,,41.99727,-87.65559,14599,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41407,2014-10-15,2014,10,288,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Unfolding (None),110,Single,"The fallen leaves are scattered in the surroundings of the locust. The bark is still dry and there is no interaction besides people walking by. Branches are completely bare. ",41.99799,-87.65744,14602,The Locust Spot,Chicago,IL,,23471
41408,2014-10-15,2014,10,288,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Changing Color (Late),123,Single,"The fallen leaves are scattered in the surroundings of the locust. The bark is still dry and there is no interaction besides people walking by. Branches are completely bare. ",41.99799,-87.65744,14602,The Locust Spot,Chicago,IL,,23471
41409,2014-10-15,2014,10,288,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Dropping (Late),133,Single,"The fallen leaves are scattered in the surroundings of the locust. The bark is still dry and there is no interaction besides people walking by. Branches are completely bare. ",41.99799,-87.65744,14602,The Locust Spot,Chicago,IL,,23471
41410,2014-10-15,2014,10,288,42,Black locust,Robinia pseudoacacia,occ_trees,Flowers (None),140,Single,"The fallen leaves are scattered in the surroundings of the locust. The bark is still dry and there is no interaction besides people walking by. Branches are completely bare. ",41.99799,-87.65744,14602,The Locust Spot,Chicago,IL,,23471
41411,2014-10-15,2014,10,288,42,Black locust,Robinia pseudoacacia,occ_trees,Fruit (None),150,Single,"The fallen leaves are scattered in the surroundings of the locust. The bark is still dry and there is no interaction besides people walking by. Branches are completely bare. ",41.99799,-87.65744,14602,The Locust Spot,Chicago,IL,,23471
41412,2014-09-25,2014,9,268,9425,Star Magnolia,Magnolia stellata,occ_trees,Leaves Unfolding (None),110,Single,"Tree is fully shaped, has all of its green leaves, no flowers or fruits visible on  branches. ",41.99799,-87.65709,14596,Loyola University Chicago LSC,Chicago,IL,,23477
41413,2014-09-25,2014,9,268,9425,Star Magnolia,Magnolia stellata,occ_trees,Leaves Changing Color (None),120,Single,"Tree is fully shaped, has all of its green leaves, no flowers or fruits visible on  branches. ",41.99799,-87.65709,14596,Loyola University Chicago LSC,Chicago,IL,,23477
41414,2014-09-25,2014,9,268,9425,Star Magnolia,Magnolia stellata,occ_trees,Leaves Dropping (None),130,Single,"Tree is fully shaped, has all of its green leaves, no flowers or fruits visible on  branches. ",41.99799,-87.65709,14596,Loyola University Chicago LSC,Chicago,IL,,23477
41415,2014-09-25,2014,9,268,9425,Star Magnolia,Magnolia stellata,occ_trees,Flowers (None),140,Single,"Tree is fully shaped, has all of its green leaves, no flowers or fruits visible on  branches. ",41.99799,-87.65709,14596,Loyola University Chicago LSC,Chicago,IL,,23477
41416,2014-09-25,2014,9,268,9425,Star Magnolia,Magnolia stellata,occ_trees,Fruit (None),150,Single,"Tree is fully shaped, has all of its green leaves, no flowers or fruits visible on  branches. ",41.99799,-87.65709,14596,Loyola University Chicago LSC,Chicago,IL,,23477
41417,2014-10-02,2014,10,275,9429,"Star Magnolia ",Magnolia stellata,occ_trees,Leaves Unfolding (None),110,Single,"Some leaves began to slowly change color from green to golden, less than 10% fall",41.99799,-87.65709,14603,Loyola University Chicago LSC,Chicago,IL,,23477
41418,2014-10-02,2014,10,275,9429,"Star Magnolia ",Magnolia stellata,occ_trees,Leaves Changing Color (Early),121,Single,"Some leaves began to slowly change color from green to golden, less than 10% fall",41.99799,-87.65709,14603,Loyola University Chicago LSC,Chicago,IL,,23477
41419,2014-10-02,2014,10,275,9429,"Star Magnolia ",Magnolia stellata,occ_trees,Leaves Dropping (Early),131,Single,"Some leaves began to slowly change color from green to golden, less than 10% fall",41.99799,-87.65709,14603,Loyola University Chicago LSC,Chicago,IL,,23477
41420,2014-10-02,2014,10,275,9429,"Star Magnolia ",Magnolia stellata,occ_trees,Flowers (None),140,Single,"Some leaves began to slowly change color from green to golden, less than 10% fall",41.99799,-87.65709,14603,Loyola University Chicago LSC,Chicago,IL,,23477
41421,2014-10-02,2014,10,275,9429,"Star Magnolia ",Magnolia stellata,occ_trees,Fruit (None),150,Single,"Some leaves began to slowly change color from green to golden, less than 10% fall",41.99799,-87.65709,14603,Loyola University Chicago LSC,Chicago,IL,,23477
41422,2014-10-08,2014,10,281,9430,Magnolia Shrub,Magnolia Stellata,occ_trees,Leaves Unfolding (None),110,Single,"This tree is doing weird things, it's losing leaves as fast as it's leaves change color. ",41.99727,-87.65559,14605,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41423,2014-10-08,2014,10,281,9430,Magnolia Shrub,Magnolia Stellata,occ_trees,Leaves Changing Color (Middle),122,Single,"This tree is doing weird things, it's losing leaves as fast as it's leaves change color. ",41.99727,-87.65559,14605,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41424,2014-10-08,2014,10,281,9430,Magnolia Shrub,Magnolia Stellata,occ_trees,Leaves Dropping (Middle),132,Single,"This tree is doing weird things, it's losing leaves as fast as it's leaves change color. ",41.99727,-87.65559,14605,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41425,2014-10-08,2014,10,281,9430,Magnolia Shrub,Magnolia Stellata,occ_trees,Flowers (None),140,Single,"This tree is doing weird things, it's losing leaves as fast as it's leaves change color. ",41.99727,-87.65559,14605,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41426,2014-10-08,2014,10,281,9430,Magnolia Shrub,Magnolia Stellata,occ_trees,Fruit (None),150,Single,"This tree is doing weird things, it's losing leaves as fast as it's leaves change color. ",41.99727,-87.65559,14605,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41427,2014-09-25,2014,9,268,9428,Magnolia shrub,,occ_trees,Leaves Unfolding (None),110,Single,"The leaves were in the early stage of changing with some turning brown and a few have started to drop
",41.99857,-87.65763,14604,Cuneo Hall- Magnolia,Chicago,IL,,23415
41428,2014-09-25,2014,9,268,9428,Magnolia shrub,,occ_trees,Leaves Changing Color (Early),121,Single,"The leaves were in the early stage of changing with some turning brown and a few have started to drop
",41.99857,-87.65763,14604,Cuneo Hall- Magnolia,Chicago,IL,,23415
41429,2014-09-25,2014,9,268,9428,Magnolia shrub,,occ_trees,Leaves Dropping (Early),131,Single,"The leaves were in the early stage of changing with some turning brown and a few have started to drop
",41.99857,-87.65763,14604,Cuneo Hall- Magnolia,Chicago,IL,,23415
41430,2014-09-25,2014,9,268,9428,Magnolia shrub,,occ_trees,Flowers (None),140,Single,"The leaves were in the early stage of changing with some turning brown and a few have started to drop
",41.99857,-87.65763,14604,Cuneo Hall- Magnolia,Chicago,IL,,23415
41431,2014-09-25,2014,9,268,9428,Magnolia shrub,,occ_trees,Fruit (None),150,Single,"The leaves were in the early stage of changing with some turning brown and a few have started to drop
",41.99857,-87.65763,14604,Cuneo Hall- Magnolia,Chicago,IL,,23415
41432,2014-10-09,2014,10,282,9431,Star Magnolia,Magnolia stellata,occ_trees,Leaves Unfolding (None),110,Single,"Color of the leaves continue to change to a yellowish orange. Around 30% fall. ",41.99799,-87.65709,14606,Loyola University Chicago LSC,Chicago,IL,,23477
41433,2014-10-09,2014,10,282,9431,Star Magnolia,Magnolia stellata,occ_trees,Leaves Changing Color (Early),121,Single,"Color of the leaves continue to change to a yellowish orange. Around 30% fall. ",41.99799,-87.65709,14606,Loyola University Chicago LSC,Chicago,IL,,23477
41434,2014-10-09,2014,10,282,9431,Star Magnolia,Magnolia stellata,occ_trees,Leaves Dropping (Early),131,Single,"Color of the leaves continue to change to a yellowish orange. Around 30% fall. ",41.99799,-87.65709,14606,Loyola University Chicago LSC,Chicago,IL,,23477
41435,2014-10-09,2014,10,282,9431,Star Magnolia,Magnolia stellata,occ_trees,Flowers (None),140,Single,"Color of the leaves continue to change to a yellowish orange. Around 30% fall. ",41.99799,-87.65709,14606,Loyola University Chicago LSC,Chicago,IL,,23477
41436,2014-10-09,2014,10,282,9431,Star Magnolia,Magnolia stellata,occ_trees,Fruit (None),150,Single,"Color of the leaves continue to change to a yellowish orange. Around 30% fall. ",41.99799,-87.65709,14606,Loyola University Chicago LSC,Chicago,IL,,23477
41437,2014-10-15,2014,10,288,9432,Magnolia Shrub,Magnolia Stellata,occ_trees,Leaves Unfolding (None),110,Single,,41.99727,-87.65559,14607,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41438,2014-10-15,2014,10,288,9432,Magnolia Shrub,Magnolia Stellata,occ_trees,Leaves Changing Color (Late),123,Single,,41.99727,-87.65559,14607,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41439,2014-10-15,2014,10,288,9432,Magnolia Shrub,Magnolia Stellata,occ_trees,Leaves Dropping (Middle),132,Single,,41.99727,-87.65559,14607,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41440,2014-10-15,2014,10,288,9432,Magnolia Shrub,Magnolia Stellata,occ_trees,Flowers (None),140,Single,,41.99727,-87.65559,14607,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41441,2014-10-15,2014,10,288,9432,Magnolia Shrub,Magnolia Stellata,occ_trees,Fruit (None),150,Single,,41.99727,-87.65559,14607,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41442,2014-10-22,2014,10,295,9435,Magnolia Shrub,Magnolia Stellata,occ_trees,Leaves Unfolding (None),110,Single,,41.99727,-87.65559,14610,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41443,2014-10-22,2014,10,295,9435,Magnolia Shrub,Magnolia Stellata,occ_trees,Leaves Changing Color (Late),123,Single,,41.99727,-87.65559,14610,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41444,2014-10-22,2014,10,295,9435,Magnolia Shrub,Magnolia Stellata,occ_trees,Leaves Dropping (Middle),132,Single,,41.99727,-87.65559,14610,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41445,2014-10-02,2014,10,275,9433,Magnolia shrub,,occ_trees,Leaves Unfolding (None),110,Single,"This week the plant has turned more yellow, probably about half the leaves and has more leaves dropping. ",41.99857,-87.65763,14608,Cuneo Hall- Magnolia,Chicago,IL,,23415
41446,2014-10-22,2014,10,295,9435,Magnolia Shrub,Magnolia Stellata,occ_trees,Flowers (None),140,Single,,41.99727,-87.65559,14610,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41447,2014-10-02,2014,10,275,9433,Magnolia shrub,,occ_trees,Leaves Changing Color (Middle),122,Single,"This week the plant has turned more yellow, probably about half the leaves and has more leaves dropping. ",41.99857,-87.65763,14608,Cuneo Hall- Magnolia,Chicago,IL,,23415
41448,2014-10-22,2014,10,295,9435,Magnolia Shrub,Magnolia Stellata,occ_trees,Fruit (None),150,Single,,41.99727,-87.65559,14610,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41449,2014-10-02,2014,10,275,9433,Magnolia shrub,,occ_trees,Leaves Dropping (Early),131,Single,"This week the plant has turned more yellow, probably about half the leaves and has more leaves dropping. ",41.99857,-87.65763,14608,Cuneo Hall- Magnolia,Chicago,IL,,23415
41450,2014-10-02,2014,10,275,9433,Magnolia shrub,,occ_trees,Flowers (None),140,Single,"This week the plant has turned more yellow, probably about half the leaves and has more leaves dropping. ",41.99857,-87.65763,14608,Cuneo Hall- Magnolia,Chicago,IL,,23415
41451,2014-10-02,2014,10,275,9433,Magnolia shrub,,occ_trees,Fruit (None),150,Single,"This week the plant has turned more yellow, probably about half the leaves and has more leaves dropping. ",41.99857,-87.65763,14608,Cuneo Hall- Magnolia,Chicago,IL,,23415
41452,2014-10-16,2014,10,289,9434,Star Magnolia,Magnolia stellata,occ_trees,Leaves Unfolding (None),110,Single,"Leaves change color almost completely to a golden. Around 40% fall ",41.99799,-87.65709,14609,Loyola University Chicago LSC,Chicago,IL,,23477
41453,2014-10-16,2014,10,289,9434,Star Magnolia,Magnolia stellata,occ_trees,Leaves Changing Color (Middle),122,Single,"Leaves change color almost completely to a golden. Around 40% fall ",41.99799,-87.65709,14609,Loyola University Chicago LSC,Chicago,IL,,23477
41454,2014-10-16,2014,10,289,9434,Star Magnolia,Magnolia stellata,occ_trees,Leaves Dropping (Early),131,Single,"Leaves change color almost completely to a golden. Around 40% fall ",41.99799,-87.65709,14609,Loyola University Chicago LSC,Chicago,IL,,23477
41455,2014-10-16,2014,10,289,9434,Star Magnolia,Magnolia stellata,occ_trees,Flowers (None),140,Single,"Leaves change color almost completely to a golden. Around 40% fall ",41.99799,-87.65709,14609,Loyola University Chicago LSC,Chicago,IL,,23477
41456,2014-10-16,2014,10,289,9434,Star Magnolia,Magnolia stellata,occ_trees,Fruit (None),150,Single,"Leaves change color almost completely to a golden. Around 40% fall ",41.99799,-87.65709,14609,Loyola University Chicago LSC,Chicago,IL,,23477
41457,2014-10-09,2014,10,282,9436,Magnolia shrub,,occ_trees,Leaves Unfolding (None),110,Single,The plant this week has almost completely turned yellow and about half the leaves have fallen off,41.99857,-87.65763,14611,Cuneo Hall- Magnolia,Chicago,IL,,23415
41458,2014-10-09,2014,10,282,9436,Magnolia shrub,,occ_trees,Leaves Changing Color (Late),123,Single,The plant this week has almost completely turned yellow and about half the leaves have fallen off,41.99857,-87.65763,14611,Cuneo Hall- Magnolia,Chicago,IL,,23415
41459,2014-10-09,2014,10,282,9436,Magnolia shrub,,occ_trees,Leaves Dropping (Middle),132,Single,The plant this week has almost completely turned yellow and about half the leaves have fallen off,41.99857,-87.65763,14611,Cuneo Hall- Magnolia,Chicago,IL,,23415
41460,2014-10-09,2014,10,282,9436,Magnolia shrub,,occ_trees,Flowers (None),140,Single,The plant this week has almost completely turned yellow and about half the leaves have fallen off,41.99857,-87.65763,14611,Cuneo Hall- Magnolia,Chicago,IL,,23415
41461,2014-10-09,2014,10,282,9436,Magnolia shrub,,occ_trees,Fruit (None),150,Single,The plant this week has almost completely turned yellow and about half the leaves have fallen off,41.99857,-87.65763,14611,Cuneo Hall- Magnolia,Chicago,IL,,23415
41462,2014-11-01,2014,11,305,9438,Magnolia Shrub,Magnolia Stellata,occ_trees,Leaves Unfolding (None),110,Single,Serious winds and hailstorms from the day before murdered this tree. Branches are completely bare.,41.99727,-87.65559,14613,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41463,2014-11-01,2014,11,305,9438,Magnolia Shrub,Magnolia Stellata,occ_trees,Leaves Changing Color (None),120,Single,Serious winds and hailstorms from the day before murdered this tree. Branches are completely bare.,41.99727,-87.65559,14613,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41464,2014-11-01,2014,11,305,9438,Magnolia Shrub,Magnolia Stellata,occ_trees,Leaves Dropping (Late),133,Single,Serious winds and hailstorms from the day before murdered this tree. Branches are completely bare.,41.99727,-87.65559,14613,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41465,2014-11-01,2014,11,305,9438,Magnolia Shrub,Magnolia Stellata,occ_trees,Flowers (None),140,Single,Serious winds and hailstorms from the day before murdered this tree. Branches are completely bare.,41.99727,-87.65559,14613,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41466,2014-11-01,2014,11,305,9438,Magnolia Shrub,Magnolia Stellata,occ_trees,Fruit (None),150,Single,Serious winds and hailstorms from the day before murdered this tree. Branches are completely bare.,41.99727,-87.65559,14613,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41467,2014-11-07,2014,11,311,9440,Magnolia Shrub,Magnolia Stellata,occ_trees,Leaves Unfolding (None),110,Single,,41.99727,-87.65559,14615,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41468,2014-11-07,2014,11,311,9440,Magnolia Shrub,Magnolia Stellata,occ_trees,Leaves Changing Color (None),120,Single,,41.99727,-87.65559,14615,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41469,2014-11-07,2014,11,311,9440,Magnolia Shrub,Magnolia Stellata,occ_trees,Leaves Dropping (Late),133,Single,,41.99727,-87.65559,14615,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41470,2014-11-07,2014,11,311,9440,Magnolia Shrub,Magnolia Stellata,occ_trees,Flowers (None),140,Single,,41.99727,-87.65559,14615,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41471,2014-11-07,2014,11,311,9440,Magnolia Shrub,Magnolia Stellata,occ_trees,Fruit (None),150,Single,,41.99727,-87.65559,14615,Loyola University Chicago Lakeshore,Chicago,IL,,23332
41472,2014-11-01,2014,11,305,9439,Magnolia Shrub,,occ_trees,Leaves Unfolding (None),110,Single,"This week all the leaves have fallen off ",41.99857,-87.65763,14614,Cuneo Hall- Magnolia,Chicago,IL,,23415
41473,2014-11-01,2014,11,305,9439,Magnolia Shrub,,occ_trees,Leaves Changing Color (Late),123,Single,"This week all the leaves have fallen off ",41.99857,-87.65763,14614,Cuneo Hall- Magnolia,Chicago,IL,,23415
41474,2014-11-01,2014,11,305,9439,Magnolia Shrub,,occ_trees,Leaves Dropping (Late),133,Single,"This week all the leaves have fallen off ",41.99857,-87.65763,14614,Cuneo Hall- Magnolia,Chicago,IL,,23415
41475,2014-11-01,2014,11,305,9439,Magnolia Shrub,,occ_trees,Flowers (None),140,Single,"This week all the leaves have fallen off ",41.99857,-87.65763,14614,Cuneo Hall- Magnolia,Chicago,IL,,23415
41476,2014-11-01,2014,11,305,9439,Magnolia Shrub,,occ_trees,Fruit (None),150,Single,"This week all the leaves have fallen off ",41.99857,-87.65763,14614,Cuneo Hall- Magnolia,Chicago,IL,,23415
41477,2014-10-23,2014,10,296,9437,Star Magnolia,Magnolia stellata,occ_trees,Leaves Unfolding (None),110,Single,Tree lost most of its leaves and changed color. 80% of them fall. More branches visible.,41.99799,-87.65709,14612,Loyola University Chicago LSC,Chicago,IL,,23477
41478,2014-10-23,2014,10,296,9437,Star Magnolia,Magnolia stellata,occ_trees,Leaves Changing Color (Late),123,Single,Tree lost most of its leaves and changed color. 80% of them fall. More branches visible.,41.99799,-87.65709,14612,Loyola University Chicago LSC,Chicago,IL,,23477
41479,2014-10-23,2014,10,296,9437,Star Magnolia,Magnolia stellata,occ_trees,Leaves Dropping (Late),133,Single,Tree lost most of its leaves and changed color. 80% of them fall. More branches visible.,41.99799,-87.65709,14612,Loyola University Chicago LSC,Chicago,IL,,23477
41480,2014-10-23,2014,10,296,9437,Star Magnolia,Magnolia stellata,occ_trees,Flowers (None),140,Single,Tree lost most of its leaves and changed color. 80% of them fall. More branches visible.,41.99799,-87.65709,14612,Loyola University Chicago LSC,Chicago,IL,,23477
41481,2014-10-23,2014,10,296,9437,Star Magnolia,Magnolia stellata,occ_trees,Fruit (None),150,Single,Tree lost most of its leaves and changed color. 80% of them fall. More branches visible.,41.99799,-87.65709,14612,Loyola University Chicago LSC,Chicago,IL,,23477
41482,2014-10-30,2014,10,303,9442,Star Magnolia,Magnolia stellata,occ_trees,Leaves Unfolding (None),110,Single,"Temperates dropped, harsh winds and 100% of leaves fall. ",41.99799,-87.65709,14616,Loyola University Chicago LSC,Chicago,IL,,23477
41483,2014-10-30,2014,10,303,9442,Star Magnolia,Magnolia stellata,occ_trees,Leaves Changing Color (Late),123,Single,"Temperates dropped, harsh winds and 100% of leaves fall. ",41.99799,-87.65709,14616,Loyola University Chicago LSC,Chicago,IL,,23477
41484,2014-10-30,2014,10,303,9442,Star Magnolia,Magnolia stellata,occ_trees,Leaves Dropping (Late),133,Single,"Temperates dropped, harsh winds and 100% of leaves fall. ",41.99799,-87.65709,14616,Loyola University Chicago LSC,Chicago,IL,,23477
41485,2014-10-30,2014,10,303,9442,Star Magnolia,Magnolia stellata,occ_trees,Flowers (None),140,Single,"Temperates dropped, harsh winds and 100% of leaves fall. ",41.99799,-87.65709,14616,Loyola University Chicago LSC,Chicago,IL,,23477
41486,2014-10-30,2014,10,303,9442,Star Magnolia,Magnolia stellata,occ_trees,Fruit (None),150,Single,"Temperates dropped, harsh winds and 100% of leaves fall. ",41.99799,-87.65709,14616,Loyola University Chicago LSC,Chicago,IL,,23477
41487,2014-11-06,2014,11,310,9443,"Star Magnolia ",Magnolia stellata,occ_trees,Leaves Unfolding (None),110,Single,"No change since last week. All leaves dropped, completely bare branches.",41.99799,-87.65709,14617,Loyola University Chicago LSC,Chicago,IL,,23477
41488,2014-11-06,2014,11,310,9443,"Star Magnolia ",Magnolia stellata,occ_trees,Leaves Changing Color (Late),123,Single,"No change since last week. All leaves dropped, completely bare branches.",41.99799,-87.65709,14617,Loyola University Chicago LSC,Chicago,IL,,23477
41489,2014-11-06,2014,11,310,9443,"Star Magnolia ",Magnolia stellata,occ_trees,Leaves Dropping (Late),133,Single,"No change since last week. All leaves dropped, completely bare branches.",41.99799,-87.65709,14617,Loyola University Chicago LSC,Chicago,IL,,23477
41490,2014-11-06,2014,11,310,9443,"Star Magnolia ",Magnolia stellata,occ_trees,Flowers (None),140,Single,"No change since last week. All leaves dropped, completely bare branches.",41.99799,-87.65709,14617,Loyola University Chicago LSC,Chicago,IL,,23477
41491,2014-11-06,2014,11,310,9443,"Star Magnolia ",Magnolia stellata,occ_trees,Fruit (None),150,Single,"No change since last week. All leaves dropped, completely bare branches.",41.99799,-87.65709,14617,Loyola University Chicago LSC,Chicago,IL,,23477
41492,2014-09-30,2014,9,273,42,Black locust,Robinia pseudoacacia,occ_trees,Leaves Unfolding (None),110,Single,Exiting the full fruit phase since there were no fruits visible.,41.992288,-87.656865,14618,N Coffey Hall,Chicago,IL,,23437
